typeID,groupID,typeName
14405,74,Estamel's Modified 425mm Railgun
14407,74,Brynn's Modified Dual 250mm Railgun
14409,74,Setele's Modified Dual 250mm Railgun
14411,74,Kaikka's Modified Dual 250mm Railgun
14413,74,Vepas' Modified Dual 250mm Railgun
14415,74,Estamel's Modified Dual 250mm Railgun
14417,53,Selynne's Modified Dual Heavy Beam Laser
14419,53,Chelm's Modified Dual Heavy Beam Laser
14421,53,Raysere's Modified Dual Heavy Beam Laser
14423,53,Draclira's Modified Dual Heavy Beam Laser
14425,53,Tairei's Modified Dual Heavy Pulse Laser
14427,53,Ahremen's Modified Dual Heavy Pulse Laser
14429,53,Brokara's Modified Dual Heavy Pulse Laser
14431,53,Vizan's Modified Dual Heavy Pulse Laser
14433,53,Selynne's Modified Mega Beam Laser
14435,53,Chelm's Modified Mega Beam Laser
14437,53,Raysere's Modified Mega Beam Laser
14439,53,Draclira's Modified Mega Beam Laser
14441,53,Tairei's Modified Mega Pulse Laser
14443,53,Ahremen's Modified Mega Pulse Laser
14445,53,Brokara's Modified Mega Pulse Laser
14447,53,Vizan's Modified Mega Pulse Laser
14449,53,Selynne's Modified Tachyon Beam Laser
14451,53,Chelm's Modified Tachyon Beam Laser
14453,53,Raysere's Modified Tachyon Beam Laser
14455,53,Draclira's Modified Tachyon Beam Laser
14457,55,Mizuro's Modified 800mm Repeating Cannon
14459,55,Gotan's Modified 800mm Repeating Cannon
14461,55,Hakim's Modified 1200mm Artillery Cannon
14463,55,Tobias' Modified 1200mm Artillery Cannon
14465,55,Hakim's Modified 1400mm Howitzer Artillery
14467,55,Tobias' Modified 1400mm Howitzer Artillery
14469,55,Mizuro's Modified Dual 425mm AutoCannon
14471,55,Gotan's Modified Dual 425mm AutoCannon
14473,55,Mizuro's Modified Dual 650mm Repeating Cannon
14475,55,Gotan's Modified Dual 650mm Repeating Cannon
14477,226,Ruined Neon Sign
14478,671,Caldari Navy Griffin
14479,665,Imperial Navy Crucifer
14480,683,Republic Fleet Vigil
14481,677,Federation Navy Maulus
14482,665,Ammatar Navy Inquisitor
14483,314,Drezin's DNA
14484,46,Mizuro's Modified 100MN Afterburner
14486,46,Hakim's Modified 100MN Afterburner
14488,46,Gotan's Modified 100MN Afterburner
14490,46,Tobias' Modified 100MN Afterburner
14492,46,Mizuro's Modified 500MN Microwarpdrive
14494,46,Hakim's Modified 500MN Microwarpdrive
14496,46,Gotan's Modified 500MN Microwarpdrive
14498,46,Tobias' Modified 500MN Microwarpdrive
14500,46,Brynn's Modified 100MN Afterburner
14502,46,Tuvan's Modified 100MN Afterburner
14504,46,Setele's Modified 100MN Afterburner
14506,46,Cormack's Modified 100MN Afterburner
14508,46,Brynn's Modified 500MN Microwarpdrive
14510,46,Tuvan's Modified 500MN Microwarpdrive
14512,46,Setele's Modified 500MN Microwarpdrive
14514,46,Cormack's Modified 500MN Microwarpdrive
14516,506,Mizuro's Modified Cruise Missile Launcher
14518,506,Hakim's Modified Cruise Missile Launcher
14520,506,Gotan's Modified Cruise Missile Launcher
14522,506,Tobias' Modified Cruise Missile Launcher
14524,508,Mizuro's Modified Torpedo Launcher
14525,508,Hakim's Modified Torpedo Launcher
14526,508,Gotan's Modified Torpedo Launcher
14527,508,Tobias's Modified Torpedo Launcher
14528,367,Hakim's Modified Ballistic Control System
14530,367,Mizuro's Modified Ballistic Control System
14532,367,Gotan's Modified Ballistic Control System
14534,367,Tobias' Modified Ballistic Control System
14536,59,Mizuro's Modified Gyrostabilizer
14538,59,Hakim's Modified Gyrostabilizer
14540,59,Gotan's Modified Gyrostabilizer
14542,59,Tobias' Modified Gyrostabilizer
14544,72,Mizuro's Modified Large Proton Smartbomb
14546,72,Hakim's Modified Large Proton Smartbomb
14548,72,Gotan's Modified Large Proton Smartbomb
14550,72,Tobias' Modified Large Proton Smartbomb
14552,62,Mizuro's Modified Large Armor Repairer
14554,62,Gotan's Modified Large Armor Repairer
14556,98,Mizuro's Modified Adaptive Nano Plating
14560,98,Gotan's Modified Adaptive Nano Plating
14564,98,Mizuro's Modified Kinetic Plating
14568,98,Gotan's Modified Kinetic Plating
14572,98,Mizuro's Modified Explosive Plating
14576,98,Gotan's Modified Explosive Plating
14580,98,Mizuro's Modified EM Plating
14584,98,Gotan's Modified EM Plating
14588,98,Mizuro's Modified Thermal Plating
14592,98,Gotan's Modified Thermal Plating
14597,40,Hakim's Modified Large Shield Booster
14599,40,Tobias' Modified Large Shield Booster
14601,40,Hakim's Modified X-Large Shield Booster
14603,40,Tobias' Modified X-Large Shield Booster
14606,295,Hakim's Modified Explosive Deflection Amplifier
14610,295,Tobias' Modified Explosive Deflection Amplifier
14614,295,Hakim's Modified Thermal Dissipation Amplifier
14618,295,Tobias' Modified Thermal Dissipation Amplifier
14622,295,Hakim's Modified Kinetic Deflection Amplifier
14626,295,Tobias' Modified Kinetic Deflection Amplifier
14630,295,Hakim's Modified EM Ward Amplifier
14634,295,Tobias' Modified EM Ward Amplifier
14636,338,Hakim's Modified Shield Boost Amplifier
14638,338,Tobias' Modified Shield Boost Amplifier
14640,211,Mizuro's Modified Tracking Enhancer
14642,211,Hakim's Modified Tracking Enhancer
14644,211,Gotan's Modified Tracking Enhancer
14646,211,Tobias' Modified Tracking Enhancer
14648,65,Mizuro's Modified Stasis Webifier
14650,65,Hakim's Modified Stasis Webifier
14652,65,Gotan's Modified Stasis Webifier
14654,65,Tobias' Modified Stasis Webifier
14656,52,Mizuro's Modified Heavy Warp Disruptor
14658,52,Hakim's Modified Heavy Warp Disruptor
14660,52,Gotan's Modified Heavy Warp Disruptor
14662,52,Tobias' Modified Heavy Warp Disruptor
14664,52,Mizuro's Modified Heavy Warp Scrambler
14666,52,Hakim's Modified Heavy Warp Scrambler
14668,52,Gotan's Modified Heavy Warp Scrambler
14670,52,Tobias' Modified Heavy Warp Scrambler
14672,506,Kaikka's Modified Cruise Missile Launcher
14674,506,Thon's Modified Cruise Missile Launcher
14676,506,Vepas' Modified Cruise Missile Launcher
14678,506,Estamel's Modified Cruise Missile Launcher
14680,508,Kaikka's Modified Torpedo Launcher
14681,508,Thon's Modified Torpedo Launcher
14682,508,Vepas's Modified Torpedo Launcher
14683,508,Estamel's Modified Torpedo Launcher
14684,367,Kaikka's Modified Ballistic Control System
14686,367,Thon's Modified Ballistic Control System
14688,367,Vepas' Modified Ballistic Control System
14690,367,Estamel's Modified Ballistic Control System
14692,72,Kaikka's Modified Large Graviton Smartbomb
14694,72,Thon's Modified Large Graviton Smartbomb
14696,72,Vepas' Modified Large Graviton Smartbomb
14698,72,Estamel's Modified Large Graviton Smartbomb
14700,40,Kaikka's Modified Large Shield Booster
14701,40,Thon's Modified Large Shield Booster
14702,40,Vepas' Modified Large Shield Booster
14703,40,Estamel's Modified Large Shield Booster
14704,40,Kaikka's Modified X-Large Shield Booster
14705,40,Thon's Modified X-Large Shield Booster
14706,40,Vepas' Modified X-Large Shield Booster
14707,40,Estamel's Modified X-Large Shield Booster
14708,338,Kaikka's Modified Shield Boost Amplifier
14710,338,Thon's Modified Shield Boost Amplifier
14712,338,Vepas' Modified Shield Boost Amplifier
14714,338,Estamel's Modified Shield Boost Amplifier
14716,295,Kaikka's Modified Explosive Deflection Amplifier
14718,295,Thon's Modified Explosive Deflection Amplifier
14720,295,Vepas' Modified Explosive Deflection Amplifier
14722,295,Estamel's Modified Explosive Deflection Amplifier
14724,295,Kaikka's Modified Thermal Dissipation Amplifier
14726,295,Thon's Modified Thermal Dissipation Amplifier
14728,295,Vepas' Modified Thermal Dissipation Amplifier
14730,295,Estamel's Modified Thermal Dissipation Amplifier
14732,295,Kaikka's Modified Kinetic Deflection Amplifier
14734,295,Thon's Modified Kinetic Deflection Amplifier
14736,295,Vepas' Modified Kinetic Deflection Amplifier
14738,295,Estamel's Modified Kinetic Deflection Amplifier
14740,295,Kaikka's Modified EM Ward Amplifier
14742,295,Thon's Modified EM Ward Amplifier
14744,295,Vepas' Modified EM Ward Amplifier
14746,295,Estamel's Modified EM Ward Amplifier
14748,77,Kaikka's Modified Kinetic Deflection Field
14749,77,Thon's Modified Kinetic Deflection Field
14750,77,Vepas's Modified Kinetic Deflection Field
14751,77,Estamel's Modified Kinetic Deflection Field
14752,77,Kaikka's Modified EM Ward Field
14753,77,Thon's Modified EM Ward Field
14754,77,Vepas's Modified EM Ward Field
14755,77,Estamel's Modified EM Ward Field
14756,77,Kaikka's Modified Explosive Deflection Field
14757,77,Thon's Modified Explosive Deflection Field
14758,77,Vepas's Modified Explosive Deflection Field
14759,77,Estamel's Modified Explosive Deflection Field
14760,77,Kaikka's Modified Thermal Dissipation Field
14761,77,Thon's Modified Thermal Dissipation Field
14762,77,Vepas's Modified Thermal Dissipation Field
14763,77,Estamel's Modified Thermal Dissipation Field
14764,77,Kaikka's Modified Adaptive Invulnerability Field
14765,77,Thon's Modified Adaptive Invulnerability Field
14766,77,Vepas's Modified Adaptive Invulnerability Field
14767,77,Estamel's Modified Adaptive Invulnerability Field
14768,285,Kaikka's Modified Co-Processor
14770,285,Thon's Modified Co-Processor
14772,285,Vepas' Modified Co-Processor
14774,285,Estamel's Modified Co-Processor
14776,330,Kaikka's Modified Cloaking Device
14778,330,Thon's Modified Cloaking Device
14780,330,Vepas' Modified Cloaking Device
14782,330,Estamel's Modified Cloaking Device
14784,72,Brokara's Modified Large EMP Smartbomb
14786,72,Tairei's Modified Large EMP Smartbomb
14788,72,Selynne's Modified Large EMP Smartbomb
14790,72,Raysere's Modified Large EMP Smartbomb
14792,72,Vizan's Modified Large EMP Smartbomb
14794,72,Ahremen's Modified Large EMP Smartbomb
14796,72,Chelm's Modified Large EMP Smartbomb
14798,72,Draclira's Modified Large EMP Smartbomb
14800,205,Brokara's Modified Heat Sink
14802,205,Tairei's Modified Heat Sink
14804,205,Selynne's Modified Heat Sink
14806,205,Raysere's Modified Heat Sink
14808,205,Vizan's Modified Heat Sink
14810,205,Ahremen's Modified Heat Sink
14812,205,Chelm's Modified Heat Sink
14814,205,Draclira's Modified Heat Sink
14816,68,Brokara's Modified Heavy Energy Nosferatu
14818,68,Tairei's Modified Heavy Energy Nosferatu
14820,68,Selynne's Modified Heavy Energy Nosferatu
14822,68,Raysere's Modified Heavy Energy Nosferatu
14824,68,Vizan's Modified Heavy Energy Nosferatu
14826,68,Ahremen's Modified Heavy Energy Nosferatu
14828,68,Chelm's Modified Heavy Energy Nosferatu
14830,68,Draclira's Modified Heavy Energy Nosferatu
14832,71,Brokara's Modified Heavy Energy Neutralizer
14834,71,Tairei's Modified Heavy Energy Neutralizer
14836,71,Selynne's Modified Heavy Energy Neutralizer
14838,71,Raysere's Modified Heavy Energy Neutralizer
14840,71,Vizan's Modified Heavy Energy Neutralizer
14842,71,Ahremen's Modified Heavy Energy Neutralizer
14844,71,Chelm's Modified Heavy Energy Neutralizer
14846,71,Draclira's Modified Heavy Energy Neutralizer
14848,62,Brokara's Modified Large Armor Repairer
14849,62,Tairei's Modified Large Armor Repairer
14850,62,Selynne's Modified Large Armor Repairer
14851,62,Raysere's Modified Large Armor Repairer
14852,62,Vizan's Modified Large Armor Repairer
14853,62,Ahremen's Modified Large Armor Repairer
14854,62,Chelm's Modified Large Armor Repairer
14855,62,Draclira's Modified Large Armor Repairer
14856,98,Brokara's Modified Adaptive Nano Plating
14858,98,Tairei's Modified Adaptive Nano Plating
14860,98,Selynne's Modified Adaptive Nano Plating
14862,98,Raysere's Modified Adaptive Nano Plating
14864,98,Vizan's Modified Adaptive Nano Plating
14866,98,Ahremen's Modified Adaptive Nano Plating
14868,98,Chelm's Modified Adaptive Nano Plating
14870,98,Draclira's Modified Adaptive Nano Plating
14872,98,Brokara's Modified Kinetic Plating
14874,98,Tairei's Modified Kinetic Plating
14876,98,Selynne's Modified Kinetic Plating
14878,98,Raysere's Modified Kinetic Plating
14880,98,Vizan's Modified Kinetic Plating
14882,98,Ahremen's Modified Kinetic Plating
14884,98,Chelm's Modified Kinetic Plating
14886,98,Draclira's Modified Kinetic Plating
14888,98,Brokara's Modified Explosive Plating
14890,98,Tairei's Modified Explosive Plating
14892,98,Selynne's Modified Explosive Plating
14894,98,Raysere's Modified Explosive Plating
14896,98,Vizan's Modified Explosive Plating
14898,98,Ahremen's Modified Explosive Plating
14900,98,Chelm's Modified Explosive Plating
14902,98,Draclira's Modified Explosive Plating
14904,98,Brokara's Modified EM Plating
14906,98,Tairei's Modified EM Plating
14908,98,Selynne's Modified EM Plating
14910,98,Raysere's Modified EM Plating
14912,98,Vizan's Modified EM Plating
14914,98,Ahremen's Modified EM Plating
14916,98,Chelm's Modified EM Plating
14918,98,Draclira's Modified EM Plating
14920,98,Brokara's Modified Thermal Plating
14922,98,Tairei's Modified Thermal Plating
14924,98,Selynne's Modified Thermal Plating
14926,98,Raysere's Modified Thermal Plating
14928,98,Vizan's Modified Thermal Plating
14930,98,Ahremen's Modified Thermal Plating
14932,98,Chelm's Modified Thermal Plating
14934,98,Draclira's Modified Thermal Plating
14936,326,Brokara's Modified Energized Adaptive Nano Membrane
14938,326,Tairei's Modified Energized Adaptive Nano Membrane
14940,326,Selynne's Modified Energized Adaptive Nano Membrane
14942,326,Raysere's Modified Energized Adaptive Nano Membrane
14944,326,Vizan's Modified Energized Adaptive Nano Membrane
14946,326,Ahremen's Modified Energized Adaptive Nano Membrane
14948,326,Chelm's Modified Energized Adaptive Nano Membrane
14950,326,Draclira's Modified Energized Adaptive Nano Membrane
14952,326,Brokara's Modified Energized Thermal Membrane
14954,326,Tairei's Modified Energized Thermal Membrane
14956,326,Selynne's Modified Energized Thermal Membrane
14958,326,Raysere's Modified Energized Thermal Membrane
14960,326,Vizan's Modified Energized Thermal Membrane
14962,326,Ahremen's Modified Energized Thermal Membrane
14964,326,Chelm's Modified Energized Thermal Membrane
14966,326,Draclira's Modified Energized Thermal Membrane
14968,326,Brokara's Modified Energized EM Membrane
14970,326,Tairei's Modified Energized EM Membrane
14972,326,Selynne's Modified Energized EM Membrane
14974,326,Raysere's Modified Energized EM Membrane
14976,326,Vizan's Modified Energized EM Membrane
14978,326,Ahremen's Modified Energized EM Membrane
14980,326,Chelm's Modified Energized EM Membrane
14982,326,Draclira's Modified Energized EM Membrane
14984,326,Brokara's Modified Energized Explosive Membrane
14986,326,Tairei's Modified Energized Explosive Membrane
14988,326,Selynne's Modified Energized Explosive Membrane
14990,326,Raysere's Modified Energized Explosive Membrane
14992,326,Vizan's Modified Energized Explosive Membrane
14994,326,Ahremen's Modified Energized Explosive Membrane
14996,326,Chelm's Modified Energized Explosive Membrane
14998,326,Draclira's Modified Energized Explosive Membrane
15000,326,Brokara's Modified Energized Kinetic Membrane
15002,326,Tairei's Modified Energized Kinetic Membrane
15004,326,Selynne's Modified Energized Kinetic Membrane
15006,326,Raysere's Modified Energized Kinetic Membrane
15008,326,Vizan's Modified Energized Kinetic Membrane
15010,326,Ahremen's Modified Energized Kinetic Membrane
15012,326,Chelm's Modified Energized Kinetic Membrane
15014,326,Draclira's Modified Energized Kinetic Membrane
15016,328,Brokara's Modified Armor EM Hardener
15018,328,Tairei's Modified Armor EM Hardener
15020,328,Selynne's Modified Armor EM Hardener
15022,328,Raysere's Modified Armor EM Hardener
15024,328,Vizan's Modified Armor EM Hardener
15026,328,Ahremen's Modified Armor EM Hardener
15028,328,Chelm's Modified Armor EM Hardener
15030,328,Draclira's Modified Armor EM Hardener
15032,328,Brokara's Modified Armor Thermal Hardener
15034,328,Tairei's Modified Armor Thermal Hardener
15036,328,Selynne's Modified Armor Thermal Hardener
15038,328,Raysere's Modified Armor Thermal Hardener
15040,328,Vizan's Modified Armor Thermal Hardener
15042,328,Ahremen's Modified Armor Thermal Hardener
15044,328,Chelm's Modified Armor Thermal Hardener
15046,328,Draclira's Modified Armor Thermal Hardener
15048,328,Brokara's Modified Armor Kinetic Hardener
15050,328,Tairei's Modified Armor Kinetic Hardener
15052,328,Selynne's Modified Armor Kinetic Hardener
15054,328,Raysere's Modified Armor Kinetic Hardener
15056,328,Vizan's Modified Armor Kinetic Hardener
15058,328,Ahremen's Modified Armor Kinetic Hardener
15060,328,Chelm's Modified Armor Kinetic Hardener
15062,328,Draclira's Modified Armor Kinetic Hardener
15064,328,Brokara's Modified Armor Explosive Hardener
15066,328,Tairei's Modified Armor Explosive Hardener
15068,328,Selynne's Modified Armor Explosive Hardener
15070,328,Raysere's Modified Armor Explosive Hardener
15072,328,Vizan's Modified Armor Explosive Hardener
15074,328,Ahremen's Modified Armor Explosive Hardener
15076,328,Chelm's Modified Armor Explosive Hardener
15078,328,Draclira's Modified Armor Explosive Hardener
15080,767,Brokara's Modified Capacitor Power Relay
15082,767,Tairei's Modified Capacitor Power Relay
15084,767,Selynne's Modified Capacitor Power Relay
15086,767,Raysere's Modified Capacitor Power Relay
15088,767,Vizan's Modified Capacitor Power Relay
15090,767,Ahremen's Modified Capacitor Power Relay
15092,767,Chelm's Modified Capacitor Power Relay
15094,767,Draclira's Modified Capacitor Power Relay
15096,766,Brokara's Modified Power Diagnostic System
15098,766,Tairei's Modified Power Diagnostic System
15100,766,Selynne's Modified Power Diagnostic System
15102,766,Raysere's Modified Power Diagnostic System
15104,766,Vizan's Modified Power Diagnostic System
15106,766,Ahremen's Modified Power Diagnostic System
15108,766,Chelm's Modified Power Diagnostic System
15110,766,Draclira's Modified Power Diagnostic System
15112,769,Brokara's Modified Reactor Control Unit
15114,769,Tairei's Modified Reactor Control Unit
15116,769,Selynne's Modified Reactor Control Unit
15118,769,Raysere's Modified Reactor Control Unit
15120,769,Vizan's Modified Reactor Control Unit
15122,769,Ahremen's Modified Reactor Control Unit
15124,769,Chelm's Modified Reactor Control Unit
15126,769,Draclira's Modified Reactor Control Unit
15128,76,Brokara's Modified Heavy Capacitor Booster
15130,76,Tairei's Modified Heavy Capacitor Booster
15132,76,Selynne's Modified Heavy Capacitor Booster
15134,76,Raysere's Modified Heavy Capacitor Booster
15136,76,Vizan's Modified Heavy Capacitor Booster
15138,76,Ahremen's Modified Heavy Capacitor Booster
15140,76,Chelm's Modified Heavy Capacitor Booster
15142,76,Draclira's Modified Heavy Capacitor Booster
15144,302,Brynn's Modified Magnetic Field Stabilizer
15146,302,Tuvan's Modified Magnetic Field Stabilizer
15148,302,Setele's Modified Magnetic Field Stabilizer
15150,302,Cormack's Modified Magnetic Field Stabilizer
15152,72,Brynn's Modified Large Plasma Smartbomb
15154,72,Tuvan's Modified Large Plasma Smartbomb
15156,72,Setele's Modified Large Plasma Smartbomb
15158,72,Cormack's Modified Large Plasma Smartbomb
15160,62,Brynn's Modified Large Armor Repairer
15161,62,Tuvan's Modified Large Armor Repairer
15162,62,Setele's Modified Large Armor Repairer
15163,62,Cormack's Modified Large Armor Repairer
15164,98,Brynn's Modified Adaptive Nano Plating
15166,98,Tuvan's Modified Adaptive Nano Plating
15168,98,Setele's Modified Adaptive Nano Plating
15170,98,Cormack's Modified Adaptive Nano Plating
15172,98,Brynn's Modified Thermal Plating
15174,98,Tuvan's Modified Thermal Plating
15176,98,Setele's Modified Thermal Plating
15178,98,Cormack's Modified Thermal Plating
15180,98,Brynn's Modified EM Plating
15182,98,Tuvan's Modified EM Plating
15184,98,Setele's Modified EM Plating
15186,98,Cormack's Modified EM Plating
15188,98,Brynn's Modified Explosive Plating
15190,98,Tuvan's Modified Explosive Plating
15192,98,Setele's Modified Explosive Plating
15194,98,Cormack's Modified Explosive Plating
15196,98,Brynn's Modified Kinetic Plating
15198,98,Tuvan's Modified Kinetic Plating
15200,98,Setele's Modified Kinetic Plating
15202,98,Cormack's Modified Kinetic Plating
15204,326,Brynn's Modified Energized Adaptive Nano Membrane
15206,326,Tuvan's Modified Energized Adaptive Nano Membrane
15208,326,Setele's Modified Energized Adaptive Nano Membrane
15210,326,Cormack's Modified Energized Adaptive Nano Membrane
15212,326,Brynn's Modified Energized Thermal Membrane
15214,326,Tuvan's Modified Energized Thermal Membrane
15216,326,Setele's Modified Energized Thermal Membrane
15218,326,Cormack's Modified Energized Thermal Membrane
15220,326,Brynn's Modified Energized EM Membrane
15222,326,Tuvan's Modified Energized EM Membrane
15224,326,Setele's Modified Energized EM Membrane
15226,326,Cormack's Modified Energized EM Membrane
15228,326,Brynn's Modified Energized Explosive Membrane
15230,326,Tuvan's Modified Energized Explosive Membrane
15232,326,Setele's Modified Energized Explosive Membrane
15234,326,Cormack's Modified Energized Explosive Membrane
15236,326,Brynn's Modified Energized Kinetic Membrane
15238,326,Tuvan's Modified Energized Kinetic Membrane
15240,326,Setele's Modified Energized Kinetic Membrane
15242,326,Cormack's Modified Energized Kinetic Membrane
15244,328,Brynn's Modified Armor EM Hardener
15246,328,Tuvan's Modified Armor EM Hardener
15248,328,Setele's Modified Armor EM Hardener
15250,328,Cormack's Modified Armor EM Hardener
15252,328,Brynn's Modified Armor Thermal Hardener
15254,328,Tuvan's Modified Armor Thermal Hardener
15256,328,Setele's Modified Armor Thermal Hardener
15258,328,Cormack's Modified Armor Thermal Hardener
15260,328,Brynn's Modified Armor Kinetic Hardener
15262,328,Tuvan's Modified Armor Kinetic Hardener
15264,328,Setele's Modified Armor Kinetic Hardener
15266,328,Cormack's Modified Armor Kinetic Hardener
15268,328,Brynn's Modified Armor Explosive Hardener
15270,328,Tuvan's Modified Armor Explosive Hardener
15272,328,Setele's Modified Armor Explosive Hardener
15274,328,Cormack's Modified Armor Explosive Hardener
15276,212,Brynn's Modified Sensor Booster
15278,212,Tuvan's Modified Sensor Booster
15280,212,Setele's Modified Sensor Booster
15282,212,Cormack's Modified Sensor Booster
15284,213,Brynn's Modified Tracking Computer
15286,213,Tuvan's Modified Tracking Computer
15288,213,Setele's Modified Tracking Computer
15290,213,Cormack's Modified Tracking Computer
15292,766,Brynn's Modified Power Diagnostic System
15294,766,Tuvan's Modified Power Diagnostic System
15296,766,Setele's Modified Power Diagnostic System
15298,766,Cormack's Modified Power Diagnostic System
15300,769,Brynn's Modified Reactor Control Unit
15302,769,Tuvan's Modified Reactor Control Unit
15304,769,Setele's Modified Reactor Control Unit
15306,769,Cormack's Modified Reactor Control Unit
15308,285,Brynn's Modified Co-Processor
15310,285,Tuvan's Modified Co-Processor
15312,285,Setele's Modified Co-Processor
15314,285,Cormack's Modified Co-Processor
15316,314,Galeptos Medicine
15317,1034,Genetically Enhanced Livestock
15318,314,Top-Secret Design Documents
15319,314,Large Special Delivery
15320,673,Caldari Navy Moa
15322,668,Imperial Navy Maller
15323,668,Ammatar Navy Maller
15324,705,Republic Fleet Rupture
15325,678,Federation Navy Thorax
15326,674,Caldari Navy Scorpion
15327,706,Republic Fleet Typhoon
15328,667,Imperial Navy Armageddon
15329,667,Ammatar Navy Armageddon
15330,680,Federation Navy Dominix
15331,526,Metal Scraps
15333,817,Pirate Transport Ship
15334,817,Smuggler Freight
15335,667,Imperial Navy Fleet Commander
15336,667,Ammatar Navy Fleet Commander
15337,680,Federation Navy Fleet Commander
15338,674,Caldari Navy Fleet Commander
15341,706,Republic Fleet Command Ship
15342,683,Republic Fleet Squad Leader
15343,705,Republic Fleet Raid Leader
15344,665,Imperial Navy Squad Leader
15345,677,Federation Navy Squad Leader
15346,671,Caldari Navy Squad Leader
15347,665,Ammatar Navy Squad Leader
15349,673,Caldari Navy Raid Leader
15350,668,Imperial Navy Raid Leader
15351,680,Federation Navy Raid Leader
15352,668,Ammatar Navy Raid Leader
15353,314,Research Tools
15354,818,DED Scout Drone
15355,680,Gallentean Luxury Yacht
15390,817,Hari Kaimo
15391,817,Pierre Turon
15392,818,Zack Mead
15393,816,Jared Kalem
15394,816,Taisu Magdesh
15395,337,Construction Freight
15396,821,General Luther Veron
15397,205,Luther Veron's Modified Heat Sink
15399,53,Luther Veron's Modified Dual Heavy Beam Laser
15401,53,Luther Veron's Modified Mega Beam Laser
15403,53,Luther Veron's Modified Tachyon Beam Laser
15405,72,Luther Veron's Modified Large EMP Smartbomb
15407,77,Luther Veron's Modified Adaptive Invulnerability Field
15408,38,Luther Veron's Modified Shield Extender
15410,314,Neophite
15411,667,Amarr Luxury Yacht
15412,818,Andres Sikvatsen
15413,821,Commander Terachi TashMurkon
15414,821,Warlord Shaqil Dragat
15415,821,Fleet Commander Naiyon Tai
15416,302,Naiyon's Modified Magnetic Field Stabilizer
15418,77,Naiyon's Modified Adaptive Invulnerability Field
15419,65,Naiyon's Modified Stasis Webifier
15421,74,Naiyon's Modified 425mm Railgun
15423,74,Naiyon's Modified 350mm Railgun
15425,285,Naiyon's Modified Co-Processor
15427,53,Makur's Modified Dual Heavy Beam Laser
15429,53,Makur's Modified Mega Beam Laser
15431,52,Makur's Modified Warp Disruptor
15433,52,Makur's Modified Warp Scrambler
15435,205,Makur's Modified Heat Sink
15437,767,Makur's Modified Capacitor Power Relay
15439,766,Makur's Modified Power Diagnostic System
15443,55,Shaqil's Modified 1200mm Artillery Cannon
15445,55,Shaqil's Modified 1400mm Howitzer Artillery
15447,59,Shaqil's Modified Gyrostabilizer
15449,506,Shaqil's Modified Cruise Missile Launcher
15451,68,Shaqil's Modified Heavy Energy Nosferatu
15453,326,Shaqil's Modified Energized Thermal Membrane
15455,326,Shaqil's Modified Energized Adaptive Nano Membrane
15457,303,Standard X-Instinct Booster
15458,303,Improved X-Instinct Booster
15459,303,Strong X-Instinct Booster
15460,303,Standard Frentix Booster
15461,303,Improved Frentix Booster
15462,303,Strong Frentix Booster
15463,303,Standard Mindflood Booster
15464,303,Improved Mindflood Booster
15465,303,Strong Mindflood Booster
15466,303,Standard Drop Booster
15477,303,Improved Drop Booster
15478,303,Strong Drop Booster
15479,303,Standard Exile Booster
15480,303,Improved Exile Booster
15508,100,Vespa I
15509,176,Vespa I Blueprint
15510,100,Valkyrie I
15511,176,Valkyrie I Blueprint
15577,665,Imperial Navy Elite Soldier
15578,665,Ammatar Navy Elite Soldier
15579,671,Caldari Navy Elite Soldier
15580,677,Federation Navy Elite Soldier
15581,683,Republic Fleet Elite Soldier
15582,817,Captain Yeni Sarum
15583,817,Captain Jerek Zuomi
15584,817,Captain Mizuma Gomi
15585,817,Captain Jerome Leman
15586,817,Captain Kali Midez
15587,409,Federation Navy Midshipman Insignia I
15588,409,Federation Navy Midshipman Insignia II
15589,409,Federation Navy Midshipman Insignia III
15590,409,Federation Navy Sergeant Insignia I
15591,409,Federation Navy Sergeant Major Insignia I
15592,409,Federation Navy Fleet Captain Insignia I
15593,409,Federation Navy Fleet Major Insignia I
15594,409,Federation Navy Fleet Colonel Insignia I
15596,409,Caldari Navy Midshipman Insignia I
15597,409,Caldari Navy Midshipman Insignia II
15598,409,Caldari Navy Midshipman Insignia III
15599,409,Caldari Navy Captain Insignia I
15600,409,Caldari Navy Captain Insignia II
15601,409,Caldari Navy Captain Insignia III
15602,409,Caldari Navy Commodore Insignia I
15604,409,Caldari Navy Admiral Insignia I
15605,409,Caldari Navy Vice Admiral Insignia I
15607,409,Imperial Navy Midshipman Insignia I
15608,409,Imperial Navy Midshipman Insignia II
15609,409,Imperial Navy Midshipman Insignia III
15610,409,Imperial Navy Sergeant Insignia I
15611,409,Imperial Navy Sergeant Major Insignia I
15612,409,Imperial Navy Captain Insignia I
15613,409,Imperial Navy Major Insignia I
15614,409,Imperial Navy Colonel Insignia I
15615,409,Imperial Navy General Insignia I
15617,409,Ammatar Navy Midshipman Insignia I
15618,409,Ammatar Navy Midshipman Insignia II
15619,409,Ammatar Navy Midshipman Insignia III
15620,409,Ammatar Navy Sergeant Insignia I
15621,409,Ammatar Navy Sergeant Major Insignia I
15622,409,Ammatar Navy Captain Insignia I
15623,409,Ammatar Navy Major Insignia I
15625,409,Republic Fleet Midshipman Insignia I
15626,409,Republic Fleet Midshipman Insignia II
15627,409,Republic Fleet Midshipman Insignia III
